Error: Execution timed out
/Sensor/Humidity/Kitchen/1 reading is: 26.8
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bathroom/1 reading is: 14.83
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Balcony/1 reading is: 15.68
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/LightIntensive/LivingRoom/1 reading is: 1160.47
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
/Sensor/LightIntensive/Bedroom/1 reading is: 917.77
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
Notification Sender /Actuator/NotificationSender/LivingRoom/1 send message: Environmental settings have been adjusted.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 35.95
/Sensor/IndoorTemperature/Bedroom/1 reading is: 38.16
/Sensor/IndoorTemperature/Bathroom/1 reading is: 33.83
/Sensor/Humidity/LivingRoom/1 reading is: 18.11
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bedroom/1 reading is: 22.95
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Kitchen/1 reading is: 14.46
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bathroom/1 reading is: 21.15
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Balcony/1 reading is: 22.11
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/LightIntensive/LivingRoom/1 reading is: 997.39
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
/Sensor/LightIntensive/Bedroom/1 reading is: 1068.56
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
Notification Sender /Actuator/NotificationSender/LivingRoom/1 send message: Environmental settings have been adjusted.

Standard Error:
