Error: Execution timed out
'/Sensor/IndoorTemperature/Bedroom/1' is now ON.
/Sensor/IndoorTemperature/Bedroom/1 reading is: 30.15
/Sensor/IndoorTemperature/Bedroom/1 is now OFF.
/Actuator/AC/Bedroom/1 is turned on.
Set the target temperature of /Actuator/AC/Bedroom/1 to 25°C.
'/Sensor/Humidity/Bedroom/1' is now ON.
/Sensor/Humidity/Bedroom/1 reading is: 14.23
/Sensor/Humidity/Bedroom/1 is now OFF.
'/Sensor/LightIntensive/Bedroom/1' is now ON.
/Sensor/LightIntensive/Bedroom/1 reading is: 1090.06
/Sensor/LightIntensive/Bedroom/1 is now OFF.
/Actuator/Curtain/Bedroom/1 is turned on.
'/Sensor/Humidity/Kitchen/1' is now ON.
/Sensor/Humidity/Kitchen/1 reading is: 25.48
/Sensor/Humidity/Kitchen/1 is now OFF.
'/Sensor/Smoke/Kitchen/1' is now ON.
/Sensor/Smoke/Kitchen/1 reading is: 66.91
/Sensor/Smoke/Kitchen/1 is now OFF.
'/Sensor/IndoorTemperature/Bathroom/1' is now ON.
/Sensor/IndoorTemperature/Bathroom/1 reading is: 31.33
/Sensor/IndoorTemperature/Bathroom/1 is now OFF.
'/Sensor/Humidity/Bathroom/1' is now ON.
/Sensor/Humidity/Bathroom/1 reading is: 25.64
/Sensor/Humidity/Bathroom/1 is now OFF.
'/Sensor/OutdoorTemperature/Balcony/1' is now ON.
/Sensor/OutdoorTemperature/Balcony/1 reading is: 23.96
/Sensor/OutdoorTemperature/Balcony/1 is now OFF.
'/Sensor/Humidity/Balcony/1' is now ON.
/Sensor/Humidity/Balcony/1 reading is: 16.1
/Sensor/Humidity/Balcony/1 is now OFF.
'/Sensor/LightIntensive/LivingRoom/1' is now ON.
/Sensor/LightIntensive/LivingRoom/1 reading is: 1124.38
/Sensor/LightIntensive/LivingRoom/1 is now OFF.
/Actuator/Curtain/LivingRoom/1 is turned on.
'/Sensor/IndoorTemperature/LivingRoom/1' is now ON.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 39.37
/Sensor/IndoorTemperature/LivingRoom/1 is now OFF.
/Actuator/AC/LivingRoom/1 is turned on.
Set the target temperature of /Actuator/AC/LivingRoom/1 to 25°C.
'/Sensor/Humidity/LivingRoom/1' is now ON.
/Sensor/Humidity/LivingRoom/1 reading is: 16.23
/Sensor/Humidity/LivingRoom/1 is now OFF.
'/Sensor/IndoorTemperature/Bedroom/1' is now ON.
/Sensor/IndoorTemperature/Bedroom/1 reading is: 38.84
/Sensor/IndoorTemperature/Bedroom/1 is now OFF.
/Actuator/AC/Bedroom/1 is turned on.
Set the target temperature of /Actuator/AC/Bedroom/1 to 25°C.
'/Sensor/Humidity/Bedroom/1' is now ON.
/Sensor/Humidity/Bedroom/1 reading is: 27.19
/Sensor/Humidity/Bedroom/1 is now OFF.
'/Sensor/LightIntensive/Bedroom/1' is now ON.
/Sensor/LightIntensive/Bedroom/1 reading is: 1090.32
/Sensor/LightIntensive/Bedroom/1 is now OFF.
/Actuator/Curtain/Bedroom/1 is turned on.
'/Sensor/Humidity/Kitchen/1' is now ON.
/Sensor/Humidity/Kitchen/1 reading is: 14.03
/Sensor/Humidity/Kitchen/1 is now OFF.
'/Sensor/Smoke/Kitchen/1' is now ON.
/Sensor/Smoke/Kitchen/1 reading is: 54.02
/Sensor/Smoke/Kitchen/1 is now OFF.
'/Sensor/IndoorTemperature/Bathroom/1' is now ON.
/Sensor/IndoorTemperature/Bathroom/1 reading is: 33.31
/Sensor/IndoorTemperature/Bathroom/1 is now OFF.
'/Sensor/Humidity/Bathroom/1' is now ON.
/Sensor/Humidity/Bathroom/1 reading is: 21.89
/Sensor/Humidity/Bathroom/1 is now OFF.
'/Sensor/OutdoorTemperature/Balcony/1' is now ON.
/Sensor/OutdoorTemperature/Balcony/1 reading is: 20.63
/Sensor/OutdoorTemperature/Balcony/1 is now OFF.
'/Sensor/Humidity/Balcony/1' is now ON.
/Sensor/Humidity/Balcony/1 reading is: 13.4
/Sensor/Humidity/Balcony/1 is now OFF.
'/Sensor/LightIntensive/LivingRoom/1' is now ON.
/Sensor/LightIntensive/LivingRoom/1 reading is: 1163.09
/Sensor/LightIntensive/LivingRoom/1 is now OFF.
/Actuator/Curtain/LivingRoom/1 is turned on.
'/Sensor/IndoorTemperature/LivingRoom/1' is now ON.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 34.39
/Sensor/IndoorTemperature/LivingRoom/1 is now OFF.
/Actuator/AC/LivingRoom/1 is turned on.
Set the target temperature of /Actuator/AC/LivingRoom/1 to 25°C.
'/Sensor/Humidity/LivingRoom/1' is now ON.
/Sensor/Humidity/LivingRoom/1 reading is: 12.51
/Sensor/Humidity/LivingRoom/1 is now OFF.
'/Sensor/IndoorTemperature/Bedroom/1' is now ON.
/Sensor/IndoorTemperature/Bedroom/1 reading is: 39.81
/Sensor/IndoorTemperature/Bedroom/1 is now OFF.
/Actuator/AC/Bedroom/1 is turned on.
Set the target temperature of /Actuator/AC/Bedroom/1 to 25°C.
'/Sensor/Humidity/Bedroom/1' is now ON.
/Sensor/Humidity/Bedroom/1 reading is: 24.9
/Sensor/Humidity/Bedroom/1 is now OFF.
'/Sensor/LightIntensive/Bedroom/1' is now ON.
/Sensor/LightIntensive/Bedroom/1 reading is: 1178.39
/Sensor/LightIntensive/Bedroom/1 is now OFF.
/Actuator/Curtain/Bedroom/1 is turned on.
'/Sensor/Humidity/Kitchen/1' is now ON.
/Sensor/Humidity/Kitchen/1 reading is: 26.33
/Sensor/Humidity/Kitchen/1 is now OFF.
'/Sensor/Smoke/Kitchen/1' is now ON.
/Sensor/Smoke/Kitchen/1 reading is: 6.45
/Sensor/Smoke/Kitchen/1 is now OFF.
'/Sensor/IndoorTemperature/Bathroom/1' is now ON.
/Sensor/IndoorTemperature/Bathroom/1 reading is: 30.89
/Sensor/IndoorTemperature/Bathroom/1 is now OFF.
'/Sensor/Humidity/Bathroom/1' is now ON.
/Sensor/Humidity/Bathroom/1 reading is: 17.22
/Sensor/Humidity/Bathroom/1 is now OFF.
'/Sensor/OutdoorTemperature/Balcony/1' is now ON.
/Sensor/OutdoorTemperature/Balcony/1 reading is: 21.52
/Sensor/OutdoorTemperature/Balcony/1 is now OFF.
'/Sensor/Humidity/Balcony/1' is now ON.
/Sensor/Humidity/Balcony/1 reading is: 18.19
/Sensor/Humidity/Balcony/1 is now OFF.
'/Sensor/LightIntensive/LivingRoom/1' is now ON.
/Sensor/LightIntensive/LivingRoom/1 reading is: 1017.34
/Sensor/LightIntensive/LivingRoom/1 is now OFF.
/Actuator/Curtain/LivingRoom/1 is turned on.
'/Sensor/IndoorTemperature/LivingRoom/1' is now ON.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 36.61
/Sensor/IndoorTemperature/LivingRoom/1 is now OFF.
/Actuator/AC/LivingRoom/1 is turned on.
Set the target temperature of /Actuator/AC/LivingRoom/1 to 25°C.
'/Sensor/Humidity/LivingRoom/1' is now ON.
/Sensor/Humidity/LivingRoom/1 reading is: 13.79
/Sensor/Humidity/LivingRoom/1 is now OFF.
'/Sensor/IndoorTemperature/Bedroom/1' is now ON.
/Sensor/IndoorTemperature/Bedroom/1 reading is: 32.96
/Sensor/IndoorTemperature/Bedroom/1 is now OFF.
/Actuator/AC/Bedroom/1 is turned on.
Set the target temperature of /Actuator/AC/Bedroom/1 to 25°C.
'/Sensor/Humidity/Bedroom/1' is now ON.
/Sensor/Humidity/Bedroom/1 reading is: 23.04
/Sensor/Humidity/Bedroom/1 is now OFF.
'/Sensor/LightIntensive/Bedroom/1' is now ON.
/Sensor/LightIntensive/Bedroom/1 reading is: 1094.54
/Sensor/LightIntensive/Bedroom/1 is now OFF.
/Actuator/Curtain/Bedroom/1 is turned on.
'/Sensor/Humidity/Kitchen/1' is now ON.
/Sensor/Humidity/Kitchen/1 reading is: 20.0
/Sensor/Humidity/Kitchen/1 is now OFF.
'/Sensor/Smoke/Kitchen/1' is now ON.
/Sensor/Smoke/Kitchen/1 reading is: 96.66
/Sensor/Smoke/Kitchen/1 is now OFF.
'/Sensor/IndoorTemperature/Bathroom/1' is now ON.
/Sensor/IndoorTemperature/Bathroom/1 reading is: 38.8
/Sensor/IndoorTemperature/Bathroom/1 is now OFF.
'/Sensor/Humidity/Bathroom/1' is now ON.
/Sensor/Humidity/Bathroom/1 reading is: 28.63
/Sensor/Humidity/Bathroom/1 is now OFF.
'/Sensor/OutdoorTemperature/Balcony/1' is now ON.
/Sensor/OutdoorTemperature/Balcony/1 reading is: 22.93
/Sensor/OutdoorTemperature/Balcony/1 is now OFF.
'/Sensor/Humidity/Balcony/1' is now ON.
/Sensor/Humidity/Balcony/1 reading is: 23.2
/Sensor/Humidity/Balcony/1 is now OFF.

Standard Error:
